date,open,high,low,close,adj_close,volume,symbol,name,region,currency,source
2022-02-08,27318.300781,27461.330078,27280.25,27284.519531,27284.519531,76600000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-02-09,27488.650391,27633.099609,27405.880859,27579.869141,27579.869141,93500000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-02-10,27818.099609,27880.699219,27575.070312,27696.080078,27696.080078,82900000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-02-14,27305.919922,27325.5,26947.650391,27079.589844,27079.589844,79800000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-02-15,27183.560547,27205.199219,26724.910156,26865.189453,26865.189453,76200000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-02-16,27269.050781,27486.089844,27227.240234,27460.400391,27460.400391,64100000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-02-17,27431.419922,27438.740234,27080.919922,27232.869141,27232.869141,67800000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-02-18,26895.160156,27216.160156,26792.539062,27122.070312,27122.070312,63500000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-02-21,26771.580078,26998.470703,26549.0,26910.869141,26910.869141,52900000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-02-22,26515.449219,26550.140625,26243.730469,26449.609375,26449.609375,67300000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-02-24,26281.349609,26357.580078,25775.640625,25970.820312,25970.820312,93500000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-02-25,26213.199219,26481.599609,26160.189453,26476.5,26476.5,77600000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-02-28,26457.519531,26644.560547,26262.630859,26526.820312,26526.820312,91100000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-03-01,26836.740234,27013.259766,26821.75,26844.720703,26844.720703,74000000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-03-02,26532.199219,26585.300781,26313.720703,26393.029297,26393.029297,87700000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-03-03,26628.869141,26704.849609,26496.720703,26577.269531,26577.269531,74800000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-03-04,26421.849609,26421.849609,25774.279297,25985.470703,25985.470703,93500000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-03-07,25634.089844,25640.410156,25006.259766,25221.410156,25221.410156,105400000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-03-08,24974.349609,25291.330078,24767.330078,24790.949219,24790.949219,114700000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-03-09,24876.490234,25084.080078,24681.740234,24717.529297,24717.529297,91500000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-03-10,25108.470703,25720.310547,25099.849609,25690.400391,25690.400391,95200000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-03-11,25495.029297,25503.650391,24966.5,25162.779297,25162.779297,89600000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-03-14,25338.640625,25631.009766,25299.640625,25307.849609,25307.849609,72600000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-03-15,25228.529297,25441.669922,25219.130859,25346.480469,25346.480469,73200000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-03-16,25574.900391,25824.939453,25470.460938,25762.009766,25762.009766,82300000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-03-17,26170.380859,26702.939453,26152.890625,26652.890625,26652.890625,89600000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-03-18,26649.5,26862.429688,26592.980469,26827.429688,26827.429688,108200000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-03-22,27091.320312,27284.470703,27076.330078,27224.109375,27224.109375,98000000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-03-23,27606.789062,28056.199219,27604.369141,28040.160156,28040.160156,88200000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-03-24,27693.769531,28110.390625,27624.619141,28110.390625,28110.390625,71600000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-03-25,28338.810547,28338.810547,27946.789062,28149.839844,28149.839844,67400000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-03-28,28084.080078,28084.080078,27812.669922,27943.890625,27943.890625,65300000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-03-29,28173.429688,28252.419922,28063.919922,28252.419922,28252.419922,77700000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-03-30,28250.800781,28281.449219,27736.269531,28027.25,28027.25,83400000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-03-31,27809.970703,28101.679688,27763.960938,27821.429688,27821.429688,78600000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-04-01,27624.109375,27738.310547,27399.480469,27665.980469,27665.980469,66800000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-04-04,27685.650391,27754.240234,27578.810547,27736.470703,27736.470703,50300000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-04-05,27965.939453,27965.939453,27662.279297,27787.980469,27787.980469,64300000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-04-06,27533.880859,27549.669922,27214.609375,27350.300781,27350.300781,68700000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-04-07,27032.419922,27042.490234,26801.789062,26888.570312,26888.570312,71100000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-04-08,27097.050781,27185.230469,26764.359375,26985.800781,26985.800781,78100000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-04-11,26877.599609,27004.5,26720.460938,26821.519531,26821.519531,73500000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-04-12,26606.869141,26674.859375,26304.080078,26334.980469,26334.980469,75300000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-04-13,26436.060547,26885.869141,26429.470703,26843.490234,26843.490234,71600000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-04-14,26925.640625,27200.890625,26890.679688,27172.0,27172.0,61800000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-04-15,26932.480469,27203.769531,26784.919922,27093.189453,27093.189453,51500000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-04-18,26831.449219,26851.800781,26571.380859,26799.710938,26799.710938,48300000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-04-19,27096.490234,27100.589844,26777.710938,26985.089844,26985.089844,60500000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-04-20,27210.789062,27389.839844,27066.179688,27217.849609,27217.849609,72300000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-04-21,27259.140625,27580.640625,27252.830078,27553.060547,27553.060547,62300000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-04-22,27197.800781,27205.830078,26904.380859,27105.259766,27105.259766,58500000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-04-25,26692.480469,26764.480469,26487.839844,26590.779297,26590.779297,62700000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-04-26,26743.210938,26808.990234,26592.990234,26700.109375,26700.109375,64300000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-04-27,26313.140625,26406.619141,26051.039062,26386.630859,26386.630859,97300000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-04-28,26430.279297,26876.949219,26348.359375,26847.900391,26847.900391,86700000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-05-02,26851.099609,26964.589844,26610.859375,26818.529297,26818.529297,74500000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-05-06,26784.289062,27072.589844,26543.289062,27003.560547,27003.560547,98500000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-05-09,26705.320312,26732.609375,26309.220703,26319.339844,26319.339844,79500000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-05-10,26149.060547,26246.630859,25773.830078,26167.099609,26167.099609,80800000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-05-11,26045.380859,26290.619141,26003.259766,26213.640625,26213.640625,85900000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-05-12,25945.039062,26028.359375,25688.109375,25748.720703,25748.720703,91200000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-05-13,25918.800781,26479.929688,25904.400391,26427.650391,26427.650391,103800000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-05-16,26753.369141,26836.960938,26438.609375,26547.050781,26547.050781,87000000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-05-17,26555.230469,26709.259766,26440.619141,26659.75,26659.75,78900000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-05-18,26826.820312,27053.179688,26741.339844,26911.199219,26911.199219,74700000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-05-19,26435.320312,26458.849609,26150.089844,26402.839844,26402.839844,74500000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-05-20,26448.230469,26769.199219,26426.990234,26739.029297,26739.029297,76300000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-05-23,26991.419922,27047.470703,26832.650391,27001.519531,27001.519531,65000000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-05-24,27005.429688,27005.429688,26736.009766,26748.140625,26748.140625,67400000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-05-25,26711.529297,26795.890625,26578.029297,26677.800781,26677.800781,72300000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-05-26,26685.019531,26898.75,26597.970703,26604.839844,26604.839844,64500000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-05-27,26947.800781,26996.699219,26731.599609,26781.679688,26781.679688,69300000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-05-30,27092.820312,27401.240234,27057.199219,27369.429688,27369.429688,97000000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-05-31,27318.089844,27463.330078,27250.699219,27279.800781,27279.800781,141800000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-06-01,27295.630859,27482.310547,27295.419922,27457.890625,27457.890625,75800000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-06-02,27340.519531,27450.470703,27251.240234,27413.880859,27413.880859,63600000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-06-03,27660.619141,27776.330078,27614.859375,27761.570312,27761.570312,63700000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-06-06,27549.640625,27979.539062,27523.949219,27915.890625,27915.890625,56800000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-06-07,27984.789062,28094.730469,27863.380859,27943.949219,27943.949219,68300000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-06-08,28100.259766,28234.289062,28089.779297,28234.289062,28234.289062,78700000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-06-09,28189.349609,28389.75,28189.349609,28246.529297,28246.529297,80300000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-06-10,27996.349609,28044.449219,27795.169922,27824.289062,27824.289062,79700000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-06-13,27369.660156,27389.300781,26948.220703,26987.439453,26987.439453,71400000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-06-14,26555.75,26657.919922,26357.900391,26629.859375,26629.859375,75000000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-06-15,26625.679688,26638.759766,26321.679688,26326.160156,26326.160156,72700000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-06-16,26715.519531,26947.699219,26431.199219,26431.199219,26431.199219,67800000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-06-17,25988.199219,26072.349609,25720.800781,25963.0,25963.0,115200000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-06-20,26156.619141,26156.619141,25520.230469,25771.220703,25771.220703,72200000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-06-21,26070.919922,26418.839844,25972.279297,26246.310547,26246.310547,65400000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-06-22,26441.720703,26462.830078,26149.169922,26149.550781,26149.550781,66400000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-06-23,26134.890625,26401.970703,26039.570312,26171.25,26171.25,65700000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-06-24,26228.419922,26519.160156,26148.560547,26491.970703,26491.970703,72600000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-06-27,26741.800781,26938.429688,26665.439453,26871.269531,26871.269531,65800000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-06-28,26795.679688,27062.310547,26789.5,27049.470703,27049.470703,73400000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-06-29,26814.230469,26858.679688,26687.470703,26804.599609,26804.599609,101100000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-06-30,26753.279297,26753.279297,26324.310547,26393.039062,26393.039062,86100000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-07-01,26460.710938,26531.240234,25841.75,25935.619141,25935.619141,81700000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-07-04,26086.779297,26258.859375,25945.830078,26153.810547,26153.810547,68700000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-07-05,26386.230469,26532.509766,26294.839844,26423.470703,26423.470703,62800000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-07-06,26190.400391,26298.960938,26051.189453,26107.650391,26107.650391,89700000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-07-07,26280.939453,26533.650391,26136.990234,26490.529297,26490.529297,80700000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-07-08,26623.849609,26881.75,26510.529297,26517.189453,26517.189453,89300000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-07-11,26892.730469,27062.169922,26710.589844,26812.300781,26812.300781,68500000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-07-12,26701.0,26718.669922,26278.279297,26336.660156,26336.660156,64400000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-07-13,26403.789062,26543.070312,26389.099609,26478.769531,26478.769531,54100000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-07-14,26357.320312,26713.070312,26312.789062,26643.390625,26643.390625,60600000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-07-15,26736.080078,26857.769531,26571.380859,26788.470703,26788.470703,65500000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-07-19,27003.830078,27043.580078,26791.710938,26961.679688,26961.679688,59400000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-07-20,27295.949219,27692.849609,27295.949219,27680.259766,27680.259766,66700000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-07-21,27627.880859,27803.0,27549.560547,27803.0,27803.0,56700000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-07-22,27773.140625,27952.25,27701.25,27914.660156,27914.660156,60100000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-07-25,27697.769531,27848.589844,27663.160156,27699.25,27699.25,46500000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-07-26,27682.199219,27715.779297,27538.390625,27655.210938,27655.210938,50000000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-07-27,27575.160156,27772.970703,27525.089844,27715.75,27715.75,51100000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-07-28,27909.150391,28015.679688,27651.990234,27815.480469,27815.480469,83500000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-07-29,27915.220703,28001.800781,27725.240234,27801.640625,27801.640625,79300000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-08-01,27813.820312,27993.349609,27751.589844,27993.349609,27993.349609,71900000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-08-02,27812.480469,27830.580078,27530.599609,27594.730469,27594.730469,71800000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-08-03,27673.0,27837.630859,27634.650391,27741.900391,27741.900391,72300000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-08-04,27930.939453,28005.589844,27870.050781,27932.199219,27932.199219,83100000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-08-05,27915.060547,28190.039062,27910.220703,28175.869141,28175.869141,71300000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-08-08,28050.089844,28279.119141,28047.080078,28249.240234,28249.240234,66100000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-08-09,28236.839844,28257.339844,27966.910156,27999.960938,27999.960938,64900000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-08-10,27955.109375,27964.960938,27729.460938,27819.330078,27819.330078,59900000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-08-12,28251.740234,28546.980469,28207.859375,28546.980469,28546.980469,89600000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-08-15,28623.779297,28897.070312,28623.779297,28871.779297,28871.779297,53700000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-08-16,28829.529297,28928.160156,28752.880859,28868.910156,28868.910156,50100000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-08-17,28952.650391,29222.769531,28944.710938,29222.769531,29222.769531,66600000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-08-18,28957.400391,28999.640625,28846.519531,28942.140625,28942.140625,47400000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-08-19,29095.710938,29150.800781,28913.050781,28930.330078,28930.330078,48400000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-08-22,28654.070312,28828.210938,28586.359375,28794.5,28794.5,49200000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-08-23,28580.199219,28580.199219,28395.300781,28452.75,28452.75,55700000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-08-24,28481.339844,28515.609375,28282.210938,28313.470703,28313.470703,62000000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-08-25,28415.109375,28534.710938,28357.029297,28479.009766,28479.009766,53700000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-08-26,28639.470703,28792.929688,28608.699219,28641.380859,28641.380859,49100000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-08-29,28161.060547,28179.089844,27788.119141,27878.960938,27878.960938,64100000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-08-30,28086.720703,28233.800781,27944.25,28195.580078,28195.580078,60700000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-08-31,27928.089844,28104.800781,27906.169922,28091.529297,28091.529297,86200000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-09-01,27797.0,27832.779297,27589.699219,27661.470703,27661.470703,68900000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-09-02,27755.599609,27772.369141,27570.740234,27650.839844,27650.839844,58800000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-09-05,27567.289062,27673.439453,27511.679688,27619.609375,27619.609375,47100000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-09-06,27650.150391,27813.779297,27557.990234,27626.509766,27626.509766,46300000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-09-07,27546.009766,27546.009766,27268.699219,27430.300781,27430.300781,69400000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-09-08,27732.679688,28083.789062,27718.300781,28065.279297,28065.279297,75200000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-09-09,28204.710938,28286.019531,28091.380859,28214.75,28214.75,74000000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-09-12,28483.589844,28612.890625,28438.369141,28542.109375,28542.109375,50500000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-09-13,28556.210938,28659.759766,28530.359375,28614.630859,28614.630859,51700000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-09-14,28132.699219,28141.919922,27795.640625,27818.619141,27818.619141,70900000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-09-15,27873.960938,27946.199219,27801.439453,27875.910156,27875.910156,48700000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-09-16,27631.390625,27654.990234,27525.679688,27567.650391,27567.650391,81600000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-09-20,27788.679688,27907.449219,27627.859375,27688.419922,27688.419922,60000000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-09-21,27440.839844,27467.339844,27297.5,27313.130859,27313.130859,65500000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-09-22,27053.580078,27197.070312,26955.179688,27153.830078,27153.830078,62200000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-09-26,26779.439453,26779.439453,26424.599609,26431.550781,26431.550781,96500000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-09-27,26585.380859,26680.199219,26523.769531,26571.869141,26571.869141,66800000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-09-28,26422.859375,26516.320312,25938.359375,26173.980469,26173.980469,92900000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-09-29,26280.5,26458.669922,26221.779297,26422.050781,26422.050781,88900000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-09-30,26240.0,26273.650391,25805.589844,25937.210938,25937.210938,101300000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-10-03,25778.949219,26223.839844,25621.960938,26215.789062,26215.789062,80700000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-10-04,26653.490234,26994.439453,26633.519531,26992.210938,26992.210938,87100000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-10-05,27211.320312,27216.800781,27030.550781,27120.529297,27120.529297,73300000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
2022-10-06,27137.980469,27399.189453,27137.980469,27311.300781,27311.300781,69400000.0,^N225,Nikkei 225,Japan,JPY,Yahoo Finance chart API
